state_name,district_name,disability,age_group,male,female,other,total
Karnataka,Ramanagara,Acid Attack Victim,60-80,3,2,0,5
Karnataka,Ramanagara,Autism Spectrum Disorder,0-6,2,1,0,3
Karnataka,Ramanagara,Autism Spectrum Disorder,Jun-15,2,0,0,2
Karnataka,Ramanagara,Autism Spectrum Disorder,15-35,1,1,0,2
Karnataka,Ramanagara,Autism Spectrum Disorder,35-60,2,2,0,4
Karnataka,Ramanagara,Autism Spectrum Disorder,60-80,1,2,0,3
Karnataka,Ramanagara,Blindness,0-6,1,1,0,2
Karnataka,Ramanagara,Blindness,Jun-15,32,24,0,56
Karnataka,Ramanagara,Blindness,15-35,208,150,0,358
Karnataka,Ramanagara,Blindness,35-60,539,282,0,821
Karnataka,Ramanagara,Blindness,60-80,234,82,1,317
Karnataka,Ramanagara,Blindness,80+,37,12,0,49
Karnataka,Ramanagara,Cerebral Palsy,0-6,6,6,0,12
Karnataka,Ramanagara,Cerebral Palsy,Jun-15,30,11,0,41
Karnataka,Ramanagara,Cerebral Palsy,15-35,56,39,0,95
Karnataka,Ramanagara,Cerebral Palsy,35-60,41,15,0,56
Karnataka,Ramanagara,Cerebral Palsy,60-80,8,3,0,11
Karnataka,Ramanagara,Cerebral Palsy,80+,1,0,0,1
Karnataka,Ramanagara,Chronic Neurological Conditions,Jun-15,1,1,0,2
Karnataka,Ramanagara,Chronic Neurological Conditions,15-35,5,4,0,9
Karnataka,Ramanagara,Chronic Neurological Conditions,35-60,26,3,0,29
Karnataka,Ramanagara,Chronic Neurological Conditions,60-80,14,2,0,16
Karnataka,Ramanagara,Dwarfism,Jun-15,1,0,0,1
Karnataka,Ramanagara,Dwarfism,15-35,3,15,0,18
Karnataka,Ramanagara,Dwarfism,35-60,10,11,0,21
Karnataka,Ramanagara,Dwarfism,60-80,2,1,0,3
Karnataka,Ramanagara,Hearing Impairment,0-6,8,10,0,18
Karnataka,Ramanagara,Hearing Impairment,Jun-15,103,85,0,188
Karnataka,Ramanagara,Hearing Impairment,15-35,303,236,0,539
Karnataka,Ramanagara,Hearing Impairment,35-60,485,357,0,842
Karnataka,Ramanagara,Hearing Impairment,60-80,231,84,0,315
Karnataka,Ramanagara,Hearing Impairment,80+,24,7,0,31
Karnataka,Ramanagara,Hemophilia,Jun-15,2,1,0,3
Karnataka,Ramanagara,Hemophilia,15-35,7,0,0,7
Karnataka,Ramanagara,Hemophilia,35-60,14,5,0,19
Karnataka,Ramanagara,Hemophilia,60-80,13,0,0,13
Karnataka,Ramanagara,Hemophilia,80+,1,0,0,1
Karnataka,Ramanagara,Intellectual Disability,0-6,11,9,0,20
Karnataka,Ramanagara,Intellectual Disability,Jun-15,268,175,0,443
Karnataka,Ramanagara,Intellectual Disability,15-35,758,524,0,1282
Karnataka,Ramanagara,Intellectual Disability,35-60,398,390,0,788
Karnataka,Ramanagara,Intellectual Disability,60-80,26,16,0,42
Karnataka,Ramanagara,Intellectual Disability,80+,2,0,0,2
Karnataka,Ramanagara,Leprosy Cured,15-35,1,0,0,1
Karnataka,Ramanagara,Leprosy Cured,35-60,6,6,0,12
Karnataka,Ramanagara,Leprosy Cured,60-80,3,2,0,5
Karnataka,Ramanagara,Leprosy Cured,80+,0,0,0,0
Karnataka,Ramanagara,Locomotor Disability,0-6,8,3,0,11
Karnataka,Ramanagara,Locomotor Disability,Jun-15,143,102,0,245
Karnataka,Ramanagara,Locomotor Disability,15-35,903,502,0,1405
Karnataka,Ramanagara,Locomotor Disability,35-60,3273,1331,0,4604
Karnataka,Ramanagara,Locomotor Disability,60-80,1335,377,0,1712
Karnataka,Ramanagara,Locomotor Disability,80+,116,24,0,140
Karnataka,Ramanagara,Low Vision,0-6,0,0,0,0
Karnataka,Ramanagara,Low Vision,Jun-15,14,14,0,28
Karnataka,Ramanagara,Low Vision,15-35,67,35,0,102
Karnataka,Ramanagara,Low Vision,35-60,96,50,0,146
Karnataka,Ramanagara,Low Vision,60-80,19,6,0,25
Karnataka,Ramanagara,Low Vision,80+,3,2,0,5
Karnataka,Ramanagara,Mental Illness,0-6,1,1,0,2
Karnataka,Ramanagara,Mental Illness,Jun-15,17,3,0,20
Karnataka,Ramanagara,Mental Illness,15-35,50,32,0,82
Karnataka,Ramanagara,Mental Illness,35-60,89,63,0,152
Karnataka,Ramanagara,Mental Illness,60-80,16,10,0,26
Karnataka,Ramanagara,Mental Illness,80+,0,0,0,0
Karnataka,Ramanagara,Multiple Disabilities,0-6,4,0,0,4
Karnataka,Ramanagara,Multiple Disabilities,Jun-15,23,15,0,38
Karnataka,Ramanagara,Multiple Disabilities,15-35,48,42,0,90
Karnataka,Ramanagara,Multiple Disabilities,35-60,65,27,0,92
Karnataka,Ramanagara,Multiple Disabilities,60-80,30,6,0,36
Karnataka,Ramanagara,Multiple Disabilities,80+,2,1,0,3
Karnataka,Ramanagara,Multiple Sclerosis,0-6,1,0,0,1
Karnataka,Ramanagara,Multiple Sclerosis,Jun-15,1,0,0,1
Karnataka,Ramanagara,Multiple Sclerosis,15-35,2,4,0,6
Karnataka,Ramanagara,Multiple Sclerosis,35-60,12,2,0,14
Karnataka,Ramanagara,Multiple Sclerosis,60-80,7,1,0,8
Karnataka,Ramanagara,Multiple Sclerosis,80+,0,0,0,0
Karnataka,Ramanagara,Muscular Dystrophy,Jun-15,9,2,0,11
Karnataka,Ramanagara,Muscular Dystrophy,15-35,21,3,0,24
Karnataka,Ramanagara,Muscular Dystrophy,35-60,30,9,0,39
Karnataka,Ramanagara,Muscular Dystrophy,60-80,6,6,0,12
Karnataka,Ramanagara,Muscular Dystrophy,80+,0,0,0,0
Karnataka,Ramanagara,Parkinson'S Disease,15-35,0,0,0,0
Karnataka,Ramanagara,Parkinson'S Disease,35-60,9,4,0,13
Karnataka,Ramanagara,Parkinson'S Disease,60-80,4,0,0,4
Karnataka,Ramanagara,Sickle Cell Disease,Jun-15,1,0,0,1
Karnataka,Ramanagara,Sickle Cell Disease,15-35,0,0,0,0
Karnataka,Ramanagara,Sickle Cell Disease,35-60,0,1,0,1
Karnataka,Ramanagara,Specific Learning Disabilities,Jun-15,0,0,0,0
Karnataka,Ramanagara,Specific Learning Disabilities,15-35,1,1,0,2
Karnataka,Ramanagara,Specific Learning Disabilities,60-80,1,0,0,1
Karnataka,Ramanagara,Speech And Language Disability,0-6,1,0,0,1
Karnataka,Ramanagara,Speech And Language Disability,Jun-15,5,3,0,8
Karnataka,Ramanagara,Speech And Language Disability,15-35,25,16,0,41
Karnataka,Ramanagara,Speech And Language Disability,35-60,19,25,0,44
Karnataka,Ramanagara,Speech And Language Disability,60-80,9,2,0,11
Karnataka,Ramanagara,Speech And Language Disability,80+,1,0,0,1
Karnataka,Ramanagara,Thalassemia,0-6,0,1,0,1
Karnataka,Ramanagara,Thalassemia,Jun-15,5,2,0,7
Karnataka,Ramanagara,Thalassemia,15-35,5,9,0,14
Karnataka,Ramanagara,Thalassemia,35-60,1,1,0,2
Karnataka,Ramanagara,Thalassemia,60-80,2,0,0,2
Karnataka,Shivamogga,Acid Attack Victim,Jun-15,1,0,0,1
Karnataka,Shivamogga,Acid Attack Victim,15-35,1,0,0,1
Karnataka,Shivamogga,Acid Attack Victim,35-60,2,6,0,8
Karnataka,Shivamogga,Acid Attack Victim,60-80,1,0,0,1
Karnataka,Shivamogga,Acid Attack Victim,80+,1,0,0,1
Karnataka,Shivamogga,Autism Spectrum Disorder,0-6,0,0,0,0
Karnataka,Shivamogga,Autism Spectrum Disorder,Jun-15,6,0,0,6
Karnataka,Shivamogga,Autism Spectrum Disorder,15-35,4,1,0,5
Karnataka,Shivamogga,Autism Spectrum Disorder,35-60,6,2,0,8
Karnataka,Shivamogga,Autism Spectrum Disorder,60-80,4,0,0,4
Karnataka,Shivamogga,Blindness,0-6,0,1,0,1
Karnataka,Shivamogga,Blindness,Jun-15,55,30,0,85
Karnataka,Shivamogga,Blindness,15-35,242,190,0,432
Karnataka,Shivamogga,Blindness,35-60,479,348,0,827
Karnataka,Shivamogga,Blindness,60-80,175,97,0,272
Karnataka,Shivamogga,Blindness,80+,10,6,0,16
Karnataka,Shivamogga,Cerebral Palsy,0-6,15,8,0,23
Karnataka,Shivamogga,Cerebral Palsy,Jun-15,61,40,0,101
Karnataka,Shivamogga,Cerebral Palsy,15-35,89,43,0,132
Karnataka,Shivamogga,Cerebral Palsy,35-60,58,15,0,73
Karnataka,Shivamogga,Cerebral Palsy,60-80,16,1,0,17
Karnataka,Shivamogga,Cerebral Palsy,80+,0,0,0,0
Karnataka,Shivamogga,Chronic Neurological Conditions,0-6,6,4,0,10
Karnataka,Shivamogga,Chronic Neurological Conditions,Jun-15,65,41,0,106
Karnataka,Shivamogga,Chronic Neurological Conditions,15-35,197,105,0,302
Karnataka,Shivamogga,Chronic Neurological Conditions,35-60,599,263,0,862
Karnataka,Shivamogga,Chronic Neurological Conditions,60-80,263,65,0,328
Karnataka,Shivamogga,Chronic Neurological Conditions,80+,6,4,0,10
Karnataka,Shivamogga,Dwarfism,Jun-15,0,1,0,1
Karnataka,Shivamogga,Dwarfism,15-35,6,9,0,15
Karnataka,Shivamogga,Dwarfism,35-60,12,14,0,26
Karnataka,Shivamogga,Dwarfism,60-80,3,7,0,10
Karnataka,Shivamogga,Dwarfism,80+,0,0,0,0
Karnataka,Shivamogga,Hearing Impairment,0-6,14,14,0,28
Karnataka,Shivamogga,Hearing Impairment,Jun-15,124,106,0,230
Karnataka,Shivamogga,Hearing Impairment,15-35,271,236,0,507
Karnataka,Shivamogga,Hearing Impairment,35-60,416,307,0,723
Karnataka,Shivamogga,Hearing Impairment,60-80,228,125,0,353
Karnataka,Shivamogga,Hearing Impairment,80+,35,10,0,45
Karnataka,Shivamogga,Hemophilia,0-6,1,0,0,1
Karnataka,Shivamogga,Hemophilia,Jun-15,6,1,0,7
Karnataka,Shivamogga,Hemophilia,15-35,7,4,0,11
Karnataka,Shivamogga,Hemophilia,35-60,11,1,0,12
Karnataka,Shivamogga,Hemophilia,60-80,4,1,0,5
Karnataka,Shivamogga,Intellectual Disability,0-6,26,6,0,32
Karnataka,Shivamogga,Intellectual Disability,Jun-15,413,297,0,710
Karnataka,Shivamogga,Intellectual Disability,15-35,764,532,0,1296
Karnataka,Shivamogga,Intellectual Disability,35-60,281,278,0,559
Karnataka,Shivamogga,Intellectual Disability,60-80,25,20,0,45
Karnataka,Shivamogga,Intellectual Disability,80+,1,0,0,1
Karnataka,Shivamogga,Leprosy Cured,15-35,1,0,0,1
Karnataka,Shivamogga,Leprosy Cured,35-60,5,1,0,6
Karnataka,Shivamogga,Leprosy Cured,60-80,1,0,0,1
Karnataka,Shivamogga,Locomotor Disability,0-6,14,9,0,23
Karnataka,Shivamogga,Locomotor Disability,Jun-15,204,127,0,331
Karnataka,Shivamogga,Locomotor Disability,15-35,1139,661,0,1800
Karnataka,Shivamogga,Locomotor Disability,35-60,3552,1980,1,5533
Karnataka,Shivamogga,Locomotor Disability,60-80,1338,506,1,1845
Karnataka,Shivamogga,Locomotor Disability,80+,67,27,0,94
Karnataka,Shivamogga,Low Vision,0-6,1,1,0,2
Karnataka,Shivamogga,Low Vision,Jun-15,29,27,0,56
Karnataka,Shivamogga,Low Vision,15-35,108,67,0,175
Karnataka,Shivamogga,Low Vision,35-60,121,57,0,178
Karnataka,Shivamogga,Low Vision,60-80,28,11,0,39
Karnataka,Shivamogga,Low Vision,80+,2,1,0,3
Karnataka,Shivamogga,Mental Illness,0-6,7,7,0,14
Karnataka,Shivamogga,Mental Illness,Jun-15,106,82,0,188
Karnataka,Shivamogga,Mental Illness,15-35,427,279,0,706
Karnataka,Shivamogga,Mental Illness,35-60,254,285,1,540
Karnataka,Shivamogga,Mental Illness,60-80,51,35,0,86
Karnataka,Shivamogga,Mental Illness,80+,0,0,0,0
Karnataka,Shivamogga,Multiple Disabilities,0-6,5,2,0,7
Karnataka,Shivamogga,Multiple Disabilities,Jun-15,63,33,0,96
Karnataka,Shivamogga,Multiple Disabilities,15-35,158,114,0,272
Karnataka,Shivamogga,Multiple Disabilities,35-60,172,111,0,283
Karnataka,Shivamogga,Multiple Disabilities,60-80,47,25,0,72
Karnataka,Shivamogga,Multiple Disabilities,80+,4,2,0,6
Karnataka,Shivamogga,Multiple Sclerosis,0-6,1,1,0,2
Karnataka,Shivamogga,Multiple Sclerosis,Jun-15,0,0,0,0
Karnataka,Shivamogga,Multiple Sclerosis,15-35,2,2,0,4
Karnataka,Shivamogga,Multiple Sclerosis,35-60,8,4,0,12
Karnataka,Shivamogga,Multiple Sclerosis,60-80,1,0,0,1
Karnataka,Shivamogga,Muscular Dystrophy,0-6,0,1,0,1
Karnataka,Shivamogga,Muscular Dystrophy,Jun-15,13,3,0,16
Karnataka,Shivamogga,Muscular Dystrophy,15-35,32,9,0,41
Karnataka,Shivamogga,Muscular Dystrophy,35-60,36,7,0,43
Karnataka,Shivamogga,Muscular Dystrophy,60-80,9,3,0,12
Karnataka,Shivamogga,Muscular Dystrophy,80+,1,0,0,1
Karnataka,Shivamogga,Parkinson'S Disease,15-35,4,1,0,5
Karnataka,Shivamogga,Parkinson'S Disease,35-60,22,14,0,36
Karnataka,Shivamogga,Parkinson'S Disease,60-80,19,4,0,23
Karnataka,Shivamogga,Parkinson'S Disease,80+,0,0,0,0
Karnataka,Shivamogga,Sickle Cell Disease,Jun-15,0,1,0,1
Karnataka,Shivamogga,Sickle Cell Disease,15-35,0,1,0,1
Karnataka,Shivamogga,Sickle Cell Disease,35-60,0,0,0,0
Karnataka,Shivamogga,Specific Learning Disabilities,Jun-15,0,0,0,0
Karnataka,Shivamogga,Specific Learning Disabilities,15-35,2,0,0,2
Karnataka,Shivamogga,Specific Learning Disabilities,35-60,2,3,0,5
Karnataka,Shivamogga,Specific Learning Disabilities,60-80,0,0,0,0
Karnataka,Shivamogga,Speech And Language Disability,0-6,0,0,0,0
Karnataka,Shivamogga,Speech And Language Disability,Jun-15,7,2,0,9
Karnataka,Shivamogga,Speech And Language Disability,15-35,26,18,0,44
Karnataka,Shivamogga,Speech And Language Disability,35-60,33,23,0,56
Karnataka,Shivamogga,Speech And Language Disability,60-80,8,2,0,10
Karnataka,Shivamogga,Speech And Language Disability,80+,0,1,0,1
Karnataka,Shivamogga,Thalassemia,0-6,1,1,0,2
Karnataka,Shivamogga,Thalassemia,Jun-15,21,16,0,37
Karnataka,Shivamogga,Thalassemia,15-35,10,8,0,18
Karnataka,Shivamogga,Thalassemia,35-60,1,2,0,3
Karnataka,Tumakuru,Acid Attack Victim,Jun-15,1,1,0,2
Karnataka,Tumakuru,Acid Attack Victim,15-35,2,3,0,5
Karnataka,Tumakuru,Acid Attack Victim,35-60,11,10,0,21
Karnataka,Tumakuru,Acid Attack Victim,60-80,3,1,0,4
Karnataka,Tumakuru,Autism Spectrum Disorder,0-6,1,0,0,1
Karnataka,Tumakuru,Autism Spectrum Disorder,Jun-15,7,6,0,13
Karnataka,Tumakuru,Autism Spectrum Disorder,15-35,4,0,0,4
Karnataka,Tumakuru,Autism Spectrum Disorder,35-60,3,2,0,5
Karnataka,Tumakuru,Autism Spectrum Disorder,60-80,2,0,0,2
Karnataka,Tumakuru,Blindness,0-6,8,5,0,13
Karnataka,Tumakuru,Blindness,Jun-15,102,69,0,171
Karnataka,Tumakuru,Blindness,15-35,682,490,0,1172
Karnataka,Tumakuru,Blindness,35-60,1397,950,1,2348
Karnataka,Tumakuru,Blindness,60-80,500,231,0,731
Karnataka,Tumakuru,Blindness,80+,37,19,0,56
Karnataka,Tumakuru,Cerebral Palsy,0-6,17,15,0,32
Karnataka,Tumakuru,Cerebral Palsy,Jun-15,149,109,0,258
Karnataka,Tumakuru,Cerebral Palsy,15-35,171,98,0,269
Karnataka,Tumakuru,Cerebral Palsy,35-60,73,29,0,102
Karnataka,Tumakuru,Cerebral Palsy,60-80,14,5,0,19
Karnataka,Tumakuru,Chronic Neurological Conditions,0-6,1,2,0,3
Karnataka,Tumakuru,Chronic Neurological Conditions,Jun-15,11,7,0,18
Karnataka,Tumakuru,Chronic Neurological Conditions,15-35,17,18,0,35
Karnataka,Tumakuru,Chronic Neurological Conditions,35-60,74,32,0,106
Karnataka,Tumakuru,Chronic Neurological Conditions,60-80,26,7,0,33
Karnataka,Tumakuru,Chronic Neurological Conditions,80+,4,0,0,4
Karnataka,Tumakuru,Dwarfism,0-6,0,0,0,0
Karnataka,Tumakuru,Dwarfism,Jun-15,10,13,0,23
Karnataka,Tumakuru,Dwarfism,15-35,26,60,0,86
Karnataka,Tumakuru,Dwarfism,35-60,27,42,0,69
Karnataka,Tumakuru,Dwarfism,60-80,6,4,0,10
Karnataka,Tumakuru,Dwarfism,80+,1,1,0,2
Karnataka,Tumakuru,Hearing Impairment,0-6,22,16,0,38
Karnataka,Tumakuru,Hearing Impairment,Jun-15,203,182,0,385
Karnataka,Tumakuru,Hearing Impairment,15-35,833,664,0,1497
Karnataka,Tumakuru,Hearing Impairment,35-60,1546,1231,1,2778
Karnataka,Tumakuru,Hearing Impairment,60-80,581,239,0,820
Karnataka,Tumakuru,Hearing Impairment,80+,68,9,0,77
Karnataka,Tumakuru,Hemophilia,0-6,0,1,0,1
Karnataka,Tumakuru,Hemophilia,Jun-15,2,0,0,2
Karnataka,Tumakuru,Hemophilia,15-35,8,0,0,8
Karnataka,Tumakuru,Hemophilia,35-60,8,4,0,12
Karnataka,Tumakuru,Hemophilia,60-80,8,0,0,8
Karnataka,Tumakuru,Intellectual Disability,0-6,50,39,0,89
Karnataka,Tumakuru,Intellectual Disability,Jun-15,539,381,0,920
Karnataka,Tumakuru,Intellectual Disability,15-35,1352,892,2,2246
Karnataka,Tumakuru,Intellectual Disability,35-60,681,527,0,1208
Karnataka,Tumakuru,Intellectual Disability,60-80,55,36,0,91
Karnataka,Tumakuru,Intellectual Disability,80+,2,2,0,4
Karnataka,Tumakuru,Leprosy Cured,Jun-15,2,0,0,2
Karnataka,Tumakuru,Leprosy Cured,15-35,2,1,0,3
Karnataka,Tumakuru,Leprosy Cured,35-60,13,8,0,21
Karnataka,Tumakuru,Leprosy Cured,60-80,7,2,0,9
Karnataka,Tumakuru,Leprosy Cured,80+,3,1,0,4
Karnataka,Tumakuru,Locomotor Disability,0-6,64,41,0,105
Karnataka,Tumakuru,Locomotor Disability,Jun-15,594,357,1,952
Karnataka,Tumakuru,Locomotor Disability,15-35,2849,1640,0,4489
Karnataka,Tumakuru,Locomotor Disability,35-60,10083,4552,1,14636
Karnataka,Tumakuru,Locomotor Disability,60-80,3354,1018,1,4373
Karnataka,Tumakuru,Locomotor Disability,80+,193,66,0,259
Karnataka,Tumakuru,Low Vision,0-6,1,1,0,2
Karnataka,Tumakuru,Low Vision,Jun-15,54,43,0,97
Karnataka,Tumakuru,Low Vision,15-35,279,182,0,461
Karnataka,Tumakuru,Low Vision,35-60,463,265,0,728
Karnataka,Tumakuru,Low Vision,60-80,128,50,0,178
Karnataka,Tumakuru,Low Vision,80+,13,3,0,16
Karnataka,Tumakuru,Mental Illness,0-6,20,19,0,39
Karnataka,Tumakuru,Mental Illness,Jun-15,253,165,1,419
Karnataka,Tumakuru,Mental Illness,15-35,898,653,0,1551
Karnataka,Tumakuru,Mental Illness,35-60,973,880,0,1853
Karnataka,Tumakuru,Mental Illness,60-80,118,87,0,205
Karnataka,Tumakuru,Mental Illness,80+,2,2,0,4
Karnataka,Tumakuru,Multiple Disabilities,0-6,11,3,0,14
Karnataka,Tumakuru,Multiple Disabilities,Jun-15,98,57,0,155
Karnataka,Tumakuru,Multiple Disabilities,15-35,259,157,0,416
Karnataka,Tumakuru,Multiple Disabilities,35-60,344,185,0,529
Karnataka,Tumakuru,Multiple Disabilities,60-80,90,35,0,125
Karnataka,Tumakuru,Multiple Disabilities,80+,3,2,0,5
Karnataka,Tumakuru,Multiple Sclerosis,0-6,2,4,0,6
Karnataka,Tumakuru,Multiple Sclerosis,Jun-15,10,6,0,16
Karnataka,Tumakuru,Multiple Sclerosis,15-35,24,11,0,35
Karnataka,Tumakuru,Multiple Sclerosis,35-60,24,12,0,36
Karnataka,Tumakuru,Multiple Sclerosis,60-80,5,2,0,7
Karnataka,Tumakuru,Multiple Sclerosis,80+,0,1,0,1
Karnataka,Tumakuru,Muscular Dystrophy,0-6,3,1,0,4
Karnataka,Tumakuru,Muscular Dystrophy,Jun-15,14,3,0,17
Karnataka,Tumakuru,Muscular Dystrophy,15-35,28,9,0,37
Karnataka,Tumakuru,Muscular Dystrophy,35-60,58,20,0,78
Karnataka,Tumakuru,Muscular Dystrophy,60-80,14,1,0,15
Karnataka,Tumakuru,Muscular Dystrophy,80+,1,0,0,1
Karnataka,Tumakuru,Parkinson'S Disease,Jun-15,0,1,0,1
Karnataka,Tumakuru,Parkinson'S Disease,15-35,3,1,0,4
Karnataka,Tumakuru,Parkinson'S Disease,35-60,16,10,0,26
Karnataka,Tumakuru,Parkinson'S Disease,60-80,5,0,0,5
Karnataka,Tumakuru,Parkinson'S Disease,80+,1,0,0,1
Karnataka,Tumakuru,Sickle Cell Disease,15-35,1,2,1,4
Karnataka,Tumakuru,Sickle Cell Disease,35-60,10,3,0,13
Karnataka,Tumakuru,Sickle Cell Disease,60-80,2,0,0,2
Karnataka,Tumakuru,Specific Learning Disabilities,0-6,1,0,0,1
Karnataka,Tumakuru,Specific Learning Disabilities,Jun-15,1,2,0,3
Karnataka,Tumakuru,Specific Learning Disabilities,15-35,6,5,0,11
Karnataka,Tumakuru,Specific Learning Disabilities,35-60,3,3,0,6
Karnataka,Tumakuru,Specific Learning Disabilities,60-80,1,0,0,1
Karnataka,Tumakuru,Speech And Language Disability,0-6,6,1,0,7
Karnataka,Tumakuru,Speech And Language Disability,Jun-15,39,31,0,70
Karnataka,Tumakuru,Speech And Language Disability,15-35,73,72,0,145
Karnataka,Tumakuru,Speech And Language Disability,35-60,93,55,0,148
Karnataka,Tumakuru,Speech And Language Disability,60-80,23,7,0,30
Karnataka,Tumakuru,Speech And Language Disability,80+,3,0,0,3
Karnataka,Tumakuru,Thalassemia,0-6,6,3,0,9
Karnataka,Tumakuru,Thalassemia,Jun-15,15,15,0,30
Karnataka,Tumakuru,Thalassemia,15-35,12,7,0,19
Karnataka,Tumakuru,Thalassemia,35-60,3,0,0,3
Karnataka,Tumakuru,Thalassemia,60-80,0,0,0,0
Karnataka,Udupi,Acid Attack Victim,15-35,0,0,0,0
Karnataka,Udupi,Acid Attack Victim,35-60,0,1,0,1
Karnataka,Udupi,Acid Attack Victim,60-80,0,0,0,0
Karnataka,Udupi,Acid Attack Victim,80+,0,0,0,0
Karnataka,Udupi,Autism Spectrum Disorder,0-6,1,1,0,2
Karnataka,Udupi,Autism Spectrum Disorder,Jun-15,51,8,0,59
Karnataka,Udupi,Autism Spectrum Disorder,15-35,16,4,0,20
Karnataka,Udupi,Autism Spectrum Disorder,35-60,1,1,0,2
Karnataka,Udupi,Blindness,0-6,1,0,0,1
Karnataka,Udupi,Blindness,Jun-15,15,9,0,24
Karnataka,Udupi,Blindness,15-35,81,57,0,138
Karnataka,Udupi,Blindness,35-60,201,149,0,350
Karnataka,Udupi,Blindness,60-80,169,88,0,257
Karnataka,Udupi,Blindness,80+,13,8,0,21
Karnataka,Udupi,Cerebral Palsy,0-6,8,8,0,16
Karnataka,Udupi,Cerebral Palsy,Jun-15,38,31,0,69
Karnataka,Udupi,Cerebral Palsy,15-35,103,62,0,165
Karnataka,Udupi,Cerebral Palsy,35-60,67,51,0,118
Karnataka,Udupi,Cerebral Palsy,60-80,16,7,0,23
Karnataka,Udupi,Cerebral Palsy,80+,0,0,0,0
Karnataka,Udupi,Chronic Neurological Conditions,0-6,0,1,0,1
Karnataka,Udupi,Chronic Neurological Conditions,Jun-15,2,1,0,3
Karnataka,Udupi,Chronic Neurological Conditions,15-35,6,4,0,10
Karnataka,Udupi,Chronic Neurological Conditions,35-60,22,6,0,28
Karnataka,Udupi,Chronic Neurological Conditions,60-80,6,0,0,6
Karnataka,Udupi,Chronic Neurological Conditions,80+,0,0,0,0
Karnataka,Udupi,Dwarfism,Jun-15,3,1,0,4
Karnataka,Udupi,Dwarfism,15-35,5,16,0,21
Karnataka,Udupi,Dwarfism,35-60,6,22,0,28
Karnataka,Udupi,Dwarfism,60-80,1,1,0,2
Karnataka,Udupi,Hearing Impairment,0-6,11,8,0,19
Karnataka,Udupi,Hearing Impairment,Jun-15,66,76,0,142
Karnataka,Udupi,Hearing Impairment,15-35,213,202,0,415
Karnataka,Udupi,Hearing Impairment,35-60,518,542,1,1061
Karnataka,Udupi,Hearing Impairment,60-80,213,150,0,363
Karnataka,Udupi,Hearing Impairment,80+,23,24,0,47
Karnataka,Udupi,Hemophilia,0-6,1,0,0,1
Karnataka,Udupi,Hemophilia,Jun-15,5,0,0,5
Karnataka,Udupi,Hemophilia,15-35,6,1,0,7
Karnataka,Udupi,Hemophilia,35-60,3,0,0,3
Karnataka,Udupi,Hemophilia,60-80,2,0,0,2
Karnataka,Udupi,Intellectual Disability,0-6,6,0,0,6
Karnataka,Udupi,Intellectual Disability,Jun-15,217,179,0,396
Karnataka,Udupi,Intellectual Disability,15-35,832,582,0,1414
Karnataka,Udupi,Intellectual Disability,35-60,646,584,1,1231
Karnataka,Udupi,Intellectual Disability,60-80,65,57,0,122
Karnataka,Udupi,Intellectual Disability,80+,0,1,0,1
Karnataka,Udupi,Leprosy Cured,Jun-15,1,0,0,1
Karnataka,Udupi,Leprosy Cured,15-35,1,0,0,1
Karnataka,Udupi,Leprosy Cured,35-60,2,1,0,3
Karnataka,Udupi,Leprosy Cured,60-80,4,4,0,8
Karnataka,Udupi,Leprosy Cured,80+,0,0,0,0
Karnataka,Udupi,Locomotor Disability,0-6,8,15,0,23
Karnataka,Udupi,Locomotor Disability,Jun-15,117,95,1,213
Karnataka,Udupi,Locomotor Disability,15-35,501,341,0,842
Karnataka,Udupi,Locomotor Disability,35-60,2278,1306,0,3584
Karnataka,Udupi,Locomotor Disability,60-80,1373,535,0,1908
Karnataka,Udupi,Locomotor Disability,80+,78,46,0,124
Karnataka,Udupi,Low Vision,0-6,1,2,0,3
Karnataka,Udupi,Low Vision,Jun-15,20,13,0,33
Karnataka,Udupi,Low Vision,15-35,109,58,0,167
Karnataka,Udupi,Low Vision,35-60,142,112,0,254
Karnataka,Udupi,Low Vision,60-80,96,66,0,162
Karnataka,Udupi,Low Vision,80+,11,4,0,15
Karnataka,Udupi,Mental Illness,0-6,0,0,0,0
Karnataka,Udupi,Mental Illness,Jun-15,21,16,0,37
Karnataka,Udupi,Mental Illness,15-35,177,116,0,293
Karnataka,Udupi,Mental Illness,35-60,433,381,0,814
Karnataka,Udupi,Mental Illness,60-80,84,71,0,155
Karnataka,Udupi,Mental Illness,80+,2,1,0,3
Karnataka,Udupi,Multiple Disabilities,0-6,1,0,0,1
Karnataka,Udupi,Multiple Disabilities,Jun-15,29,25,0,54
Karnataka,Udupi,Multiple Disabilities,15-35,93,75,0,168
Karnataka,Udupi,Multiple Disabilities,35-60,127,79,0,206
Karnataka,Udupi,Multiple Disabilities,60-80,42,28,0,70
Karnataka,Udupi,Multiple Disabilities,80+,4,3,0,7
Karnataka,Udupi,Multiple Sclerosis,15-35,1,0,0,1
Karnataka,Udupi,Multiple Sclerosis,35-60,1,2,0,3
Karnataka,Udupi,Multiple Sclerosis,60-80,2,0,0,2
Karnataka,Udupi,Muscular Dystrophy,0-6,1,0,0,1
Karnataka,Udupi,Muscular Dystrophy,Jun-15,5,1,0,6
Karnataka,Udupi,Muscular Dystrophy,15-35,15,6,0,21
Karnataka,Udupi,Muscular Dystrophy,35-60,35,8,0,43
Karnataka,Udupi,Muscular Dystrophy,60-80,11,3,0,14
